timestamp,user_id,user_type,event_type,success,device_id,ip_address,location_country,location_city,session_id,user_agent,failure_reason,login_method,mfa_success,account_tier,account_age_days,endpoint,http_method,response_status,response_time_ms,transaction_id,amount,payee_id,payee_country,transaction_type,channel,is_new_payee,country_risk,payee_account_age,resource_count
2026-03-01 08:00:00,vip_0,customer,transaction,True,dev_2,192.168.58.226,US,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,43f93fd1-be8b-4a5b-a237-0dc42e5a67c4,5477.384108444132,payee_0_7,NG,transfer,mobile,False,0.8,460.0,
2026-03-01 08:01:00,vip_0,customer,login,True,dev_2,192.168.41.226,FR,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,otp,True,vip,1761,,,,,,,,,,,,,,
2026-03-01 08:01:00,vip_0,customer,api_call,True,dev_2,192.168.44.5,DE,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/statement,POST,200.0,107.0,,,,,,,,,,
2026-03-01 08:02:00,vip_0,customer,api_call,True,dev_2,192.168.248.122,CA,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/profile,POST,200.0,105.0,,,,,,,,,,
2026-03-01 08:02:00,vip_0,customer,transaction,True,dev_2,192.168.216.45,FR,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,ae76d7dd-d0d2-46e5-872b-d38bdb53901c,8303.189977641272,new_payee_765,NG,withdrawal,web,True,0.8,0.0,
2026-03-01 08:02:00,vip_0,customer,login,True,dev_2,192.168.118.77,US,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,password,True,vip,1761,,,,,,,,,,,,,,
2026-03-01 08:02:00,vip_0,customer,api_call,True,dev_2,192.168.108.26,CA,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/profile,POST,200.0,452.0,,,,,,,,,,
2026-03-01 08:03:00,vip_0,customer,api_call,True,dev_2,192.168.197.11,GB,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/transfer,POST,200.0,39.0,,,,,,,,,,
2026-03-01 08:04:00,vip_0,customer,api_call,True,dev_2,192.168.180.207,FR,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/transfer,POST,200.0,15.0,,,,,,,,,,
2026-03-01 08:05:00,vip_0,customer,transaction,True,dev_2,192.168.174.177,GB,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,6d5174cf-31eb-4d7e-a08e-00963d9ed3ef,7456.239242079411,payee_0_1,RU,payment,mobile,False,0.8,823.0,
2026-03-01 08:05:00,vip_0,customer,api_call,True,dev_2,192.168.105.208,CA,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/transfer,POST,200.0,241.0,,,,,,,,,,
2026-03-01 08:05:00,vip_0,customer,api_call,True,dev_2,192.168.243.46,FR,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/balance,GET,200.0,474.0,,,,,,,,,,
2026-03-01 08:06:00,vip_0,customer,transaction,True,dev_2,192.168.21.80,DE,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,6ad05282-a20a-4316-b383-b4c6c259121b,7640.7294315502795,payee_0_7,GB,transfer,web,False,0.2,814.0,
2026-03-01 08:07:00,vip_0,customer,api_call,True,dev_2,192.168.142.182,DE,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/statement,POST,200.0,220.0,,,,,,,,,,
2026-03-01 08:08:00,vip_0,customer,transaction,True,dev_2,192.168.151.35,GB,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,09d5243a-9d95-4311-904f-d64640c5e484,8142.341706873387,payee_0_1,RU,transfer,mobile,False,0.8,224.0,
2026-03-01 08:08:00,vip_0,customer,login,True,dev_2,192.168.249.41,US,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,otp,True,vip,1761,,,,,,,,,,,,,,
2026-03-01 08:09:00,vip_0,customer,transaction,True,dev_2,192.168.30.110,US,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,,,,,d522bc6f-56ab-4f1a-b492-7fa8f19eff7d,7294.37042785518,payee_0_4,GB,withdrawal,web,False,0.2,383.0,
2026-03-01 08:12:00,vip_0,customer,api_call,True,dev_2,192.168.183.28,DE,SomeCity,bb9de4c8-a24b-44be-9031-a5ffd64b581f,Mozilla/5.0,,,,vip,1761,/api/profile,POST,200.0,383.0,,,,,,,,,,
2026-03-01 08:46:00,cust_6,customer,api_call,True,dev_2,192.168.210.6,CA,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/statement,POST,200.0,147.0,,,,,,,,,,
2026-03-01 08:47:00,cust_6,customer,api_call,True,dev_2,192.168.169.15,CA,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/statement,POST,200.0,98.0,,,,,,,,,,
2026-03-01 08:48:00,cust_6,customer,api_call,True,dev_2,192.168.23.191,US,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/statement,POST,200.0,197.0,,,,,,,,,,
2026-03-01 08:48:00,cust_6,customer,api_call,True,dev_2,192.168.123.209,US,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/statement,POST,200.0,307.0,,,,,,,,,,
2026-03-01 08:50:00,cust_6,customer,api_call,True,dev_2,192.168.230.113,US,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/balance,GET,200.0,432.0,,,,,,,,,,
2026-03-01 08:52:00,cust_6,customer,api_call,True,dev_2,192.168.246.170,US,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,/api/balance,GET,200.0,168.0,,,,,,,,,,
2026-03-01 08:52:00,cust_6,customer,transaction,True,dev_2,192.168.89.139,CA,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,,,basic,484,,,,,79864a13-bd94-47b8-92c4-3976db8d7d8d,1781.7412854514814,payee_6_2,NG,transfer,web,False,0.8,725.0,
2026-03-01 08:53:00,cust_6,customer,login,True,dev_2,192.168.94.68,US,SomeCity,cab17f15-23a5-4e92-a14f-e3ee24479bbe,Mozilla/5.0,,otp,True,basic,484,,,,,,,,,,,,,,
2026-03-01 10:43:00,emp_1,employee,api_call,True,work_phone,192.168.138.75,US,SomeCity,c209e54e-6acb-4f78-9486-236c1d0ee44a,Mozilla/5.0,,,,,1097,/api/balance,GET,200.0,37.0,,,,,,,,,,
